split_id,propn,PERSON,NORP,FAC,ORG,GPE,LOC,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,n_noun,n_adj,n_adp,n_det,n_pron,n_verb,n_adv,n_intj,n_total,f_score
train_225,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,1,0,19,47.3684
train_647,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,3,3,2,0,0,24,64.5833
train_1315,1,0,1,1,0,0,0,0,0,0,0,0,5,4,3,1,0,1,1,0,20,77.5000
train_377,1,0,0,0,0,0,1,0,0,0,0,0,2,1,2,3,1,2,1,0,15,63.3333
train_879,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,1,1,1,0,20,75.0000
train_398,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,4,2,2,2,0,26,65.3846
train_709,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,3,0,3,0,0,22,77.2727
train_710,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,4,2,0,29,53.4483
train_5,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,3,0,0,12,66.6667
train_8,1,0,0,1,0,0,0,0,0,0,0,0,5,2,4,3,0,2,0,0,29,70.6897
train_114,1,1,0,0,0,1,0,0,0,0,0,0,8,3,4,1,2,5,0,0,37,62.1622
train_1486,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,0,0,12,58.3333
train_1300,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,3,0,5,0,0,30,71.6667
train_179,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,2,0,2,2,0,17,58.8235
train_852,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,2,1,0,13,65.3846
train_462,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,2,3,0,0,21,64.2857
train_612,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,0,2,1,0,22,68.1818
train_1485,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,3,1,4,0,0,28,71.4286
train_109,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,2,1,0,14,71.4286
train_802,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,2,3,2,0,19,50.0000
train_489,1,1,0,0,0,0,0,0,0,0,0,0,4,2,3,3,1,2,0,0,24,68.7500
train_421,1,0,0,0,0,1,0,0,0,0,0,0,2,4,3,1,0,0,0,0,15,83.3333
train_409,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,4,2,3,2,0,30,63.3333
train_846,1,1,0,0,0,0,0,0,0,0,0,0,7,2,2,1,1,3,4,0,30,56.6667
train_1420,1,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,12,70.8333
train_1161,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,7,1,7,1,0,41,62.1951
train_738,1,0,0,0,1,0,0,0,0,0,0,0,4,2,3,1,0,2,0,0,21,69.0476
train_1438,1,0,0,0,0,0,1,0,0,0,0,0,6,0,6,2,2,3,1,0,29,63.7931
train_989,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,2,0,20,50.0000
train_182,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,3,0,2,0,0,15,76.6667
train_315,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,4,3,2,0,20,47.5000
train_252,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,2,1,0,16,56.2500
train_719,1,0,1,0,0,1,0,0,0,0,0,0,6,3,7,4,1,4,0,0,37,70.2703
train_1187,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,1,2,0,0,18,61.1111
train_25,1,0,0,0,1,1,0,0,0,0,0,0,3,0,2,1,1,1,0,0,19,60.5263
train_305,1,0,0,0,0,1,0,0,0,0,0,0,3,1,2,1,1,2,2,0,16,56.2500
train_1217,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,3,0,4,0,0,29,74.1379
train_1199,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,1,1,1,0,16,78.1250
train_595,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,1,4,1,0,25,64.0000
train_413,0,0,1,0,0,0,0,0,0,0,0,0,7,2,3,5,2,3,1,0,31,67.7419
train_534,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4,0,3,1,0,21,66.6667
train_324,1,1,0,0,0,0,1,0,0,0,0,0,4,1,2,2,0,2,1,0,22,63.6364
train_644,0,0,0,0,0,0,0,0,0,0,0,0,9,2,6,2,0,3,3,0,31,70.9677
train_180,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,0,5,3,0,25,54.0000
train_134,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,3,0,6,1,1,34,58.8235
train_1465,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,3,2,4,0,0,24,66.6667
train_892,1,0,0,1,1,0,1,0,0,0,0,0,2,0,3,4,0,0,0,0,24,68.7500
train_1210,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,3,0,2,0,0,19,65.7895
train_1396,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,0,2,0,0,17,79.4118
train_386,1,1,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,2,2,0,30,65.0000
train_1413,1,0,0,0,0,1,0,0,0,0,0,0,4,1,3,2,1,2,0,0,23,65.2174
train_955,1,0,1,0,1,0,0,0,0,0,0,0,2,1,4,0,0,1,0,0,14,71.4286
train_1200,1,0,1,0,1,1,0,0,0,0,0,0,9,3,4,2,1,4,0,0,33,69.6970
train_809,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,2,2,1,0,18,63.8889
train_589,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,2,2,0,19,57.8947
train_1017,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,2,0,1,0,0,16,65.6250
train_469,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,1,2,1,0,20,62.5000
train_1219,1,0,1,0,0,1,0,0,0,0,0,0,3,4,3,2,3,4,0,0,24,60.4167
train_542,1,1,1,0,0,0,0,0,0,0,0,0,7,0,3,3,0,1,0,0,18,83.3333
train_104,0,0,1,0,0,0,0,0,0,0,0,0,6,3,1,4,1,3,0,0,25,70.0000
train_368,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,3,0,5,2,0,28,67.8571
train_1137,1,1,0,0,0,1,0,0,0,0,0,0,4,3,2,3,0,2,0,0,18,77.7778
train_969,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,4,1,2,2,0,25,72.0000
train_135,1,0,0,0,0,1,0,0,0,0,0,0,4,5,3,2,0,3,1,0,24,70.8333
train_1212,1,0,0,0,0,1,0,0,0,0,0,0,6,3,3,1,0,4,1,0,22,68.1818
train_1102,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,0,0,0,0,21,90.4762
train_311,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,2,0,0,14,75.0000
train_858,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,5,3,0,0,25,58.0000
train_814,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,1,2,1,0,22,70.4545
train_112,1,1,0,0,1,1,1,0,0,0,0,0,3,2,7,2,1,3,0,0,41,62.1951
train_841,1,0,0,0,1,1,0,0,0,0,0,0,6,2,4,2,2,4,4,0,35,55.7143
train_456,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,1,2,0,0,17,73.5294
train_561,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,3,1,0,16,46.8750
train_297,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,3,1,3,1,0,26,67.3077
train_1112,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,3,0,3,0,0,25,76.0000
train_243,0,0,1,0,0,0,0,0,0,0,0,0,5,5,2,4,0,3,1,0,25,74.0000
train_133,1,1,0,0,1,0,0,0,0,0,0,0,4,1,3,3,0,3,1,0,26,63.4615
train_1059,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,5,0,0,26,65.3846
train_1411,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,4,4,4,1,0,40,65.0000
train_1447,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,23,60.8696
train_1321,1,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,0,1,0,0,17,67.6471
train_619,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,3,4,2,0,23,47.8261
train_977,1,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,1,5,1,0,23,58.6957
train_1479,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,2,0,0,18,66.6667
train_153,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,2,0,1,1,0,19,65.7895
train_1464,1,0,0,1,1,0,0,0,0,0,0,0,1,2,3,2,1,0,0,0,20,67.5000
train_921,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,4,1,0,0,28,60.7143
train_136,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,4,1,0,18,58.3333
train_1167,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,12,45.8333
train_9,1,0,0,0,0,1,0,0,0,0,0,0,3,1,3,1,0,1,1,0,14,71.4286
train_1359,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,4,1,0,18,61.1111
train_884,1,0,0,0,0,1,0,0,0,0,0,0,4,2,3,2,0,1,1,0,20,72.5000
train_525,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,2,1,0,16,62.5000
train_492,1,0,1,0,1,1,0,0,0,0,0,0,4,6,3,4,0,1,0,0,31,75.8065
train_1050,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,2,2,2,0,0,26,67.3077
train_1194,1,0,0,0,1,0,0,0,0,0,0,0,4,0,3,1,1,1,0,0,12,75.0000
train_1191,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,2,2,5,3,0,34,63.2353
train_1270,1,0,1,0,0,1,0,0,0,0,0,0,9,4,4,0,1,1,3,0,34,67.6471
train_17,1,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1,0,4,0,0,22,70.4545
train_1152,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,3,1,0,16,56.2500
train_697,1,0,0,0,0,1,0,0,0,0,0,0,6,4,7,5,0,0,0,0,32,84.3750
train_753,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,3,2,2,1,0,26,67.3077
train_457,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,1,2,4,0,0,22,65.9091
train_1093,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,5,3,3,0,0,26,71.1538
train_281,1,0,1,0,1,1,0,0,0,0,0,0,4,2,5,1,0,2,0,0,24,70.8333
train_704,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,2,2,3,1,0,40,66.2500
train_624,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,2,0,2,0,0,19,81.5789
train_213,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,7,85.7143
train_1334,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,3,4,3,0,22,45.4545
train_572,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,1,0,0,14,75.0000
train_1266,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,0,4,1,0,27,62.9630
train_812,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,1,3,1,0,18,63.8889
train_1235,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,4,3,1,0,23,47.8261
train_498,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,1,3,2,0,22,63.6364
train_670,1,0,0,1,0,0,0,0,0,0,0,0,4,0,2,3,0,1,0,0,13,80.7692
train_1224,1,0,0,0,0,0,0,0,0,0,0,0,6,2,6,1,2,3,2,0,26,65.3846
train_712,1,1,0,0,0,0,1,0,0,0,0,0,3,0,3,2,1,3,2,0,23,54.3478
train_931,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,5,1,5,5,0,40,65.0000
train_769,1,0,0,0,1,1,0,0,0,0,0,0,6,1,3,1,0,0,1,0,23,71.7391
train_67,1,0,0,0,0,0,1,0,0,0,0,0,7,3,4,5,1,4,0,0,38,68.4211
train_1227,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,0,2,1,0,14,60.7143
train_120,1,0,1,0,0,0,0,0,1,0,0,0,3,3,3,3,0,1,0,0,20,77.5000
train_1045,1,0,0,0,1,1,1,0,0,0,0,0,6,2,5,4,0,2,0,0,27,77.7778
train_1023,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,1,0,4,0,0,24,66.6667
train_92,1,1,1,0,0,0,0,0,0,0,0,0,7,0,2,3,0,4,1,0,23,65.2174
train_677,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,2,0,0,17,61.7647
train_1394,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,6,2,0,22,40.9091
train_1347,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,4,1,3,4,1,23,56.5217
train_1008,1,1,0,0,0,0,0,0,0,0,0,0,6,1,2,5,1,2,0,0,21,76.1905
train_783,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,0,2,1,0,22,70.4545
train_285,1,0,1,0,1,1,0,0,0,0,0,0,5,3,3,3,2,5,1,0,32,59.3750
train_231,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,0,2,1,0,16,71.8750
train_224,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,3,1,0,13,53.8462
train_776,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,3,1,3,0,25,52.0000
train_1281,1,0,0,1,1,0,0,0,0,0,0,0,6,1,3,3,1,2,0,0,28,67.8571
train_922,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,2,1,3,0,0,26,75.0000
train_1222,1,0,0,0,1,0,0,0,0,0,0,0,2,4,1,1,1,1,0,0,14,71.4286
train_247,1,0,1,0,1,0,0,0,0,1,0,0,4,6,3,2,1,3,0,0,33,66.6667
train_86,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,0,12,54.1667
train_1064,1,1,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,4,0,0,23,52.1739
train_81,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,9,50.0000
train_1044,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,3,0,16,71.8750
train_527,1,1,1,0,1,1,0,0,0,0,0,0,3,1,3,3,0,1,0,0,24,68.7500
train_1226,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0,0,12,62.5000
train_1277,1,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,3,4,0,0,22,45.4545
train_692,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,1,1,0,17,79.4118
train_960,1,0,0,0,1,1,1,0,0,0,0,0,1,1,3,2,2,1,1,0,25,56.0000
train_1098,1,0,0,0,0,1,0,0,0,0,0,0,8,4,7,5,1,4,0,0,39,74.3590
train_1404,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,2,0,0,12,62.5000
train_1156,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,5,1,2,0,0,28,76.7857
train_100,1,0,0,1,0,0,0,0,0,0,0,0,11,2,1,3,0,4,0,0,28,73.2143
train_1118,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,1,0,14,46.4286
train_415,1,0,1,0,0,0,0,0,0,0,0,0,6,2,2,1,1,1,1,0,22,68.1818
train_993,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,3,0,1,1,0,14,82.1429
train_1101,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,3,3,3,2,0,34,58.8235
train_1168,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,5,1,0,25,48.0000
train_915,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,2,1,1,0,24,72.9167
train_202,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,1,2,1,0,23,67.3913
train_695,1,0,0,0,0,1,0,0,0,0,0,0,4,2,2,3,0,2,0,0,16,78.1250
train_1405,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,3,0,2,4,0,32,70.3125
train_911,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,3,1,0,0,21,69.0476
train_1071,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,12,58.3333
train_348,1,1,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,5,1,0,23,50.0000
train_643,1,0,0,0,0,0,0,0,1,0,0,0,7,0,3,4,0,2,0,0,21,78.5714
train_1314,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,2,3,4,0,22,50.0000
train_33,1,1,0,0,0,0,0,0,0,0,0,0,6,0,5,3,1,3,1,0,24,68.7500
train_150,1,0,0,0,0,0,1,0,0,0,0,0,4,1,4,1,1,1,0,0,17,73.5294
train_1402,1,0,0,0,0,1,0,0,0,0,0,0,3,6,2,2,1,2,0,0,24,70.8333
train_973,1,0,1,0,0,0,0,0,0,0,0,1,3,4,1,2,3,4,2,0,35,51.4286
train_270,1,1,1,0,0,1,0,0,0,0,0,0,4,3,4,1,0,2,0,0,27,68.5185
train_1092,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,1,2,3,1,0,25,68.0000
train_235,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,2,0,11,50.0000
train_529,0,0,0,0,0,0,0,0,1,0,0,0,6,4,5,2,0,2,0,0,23,82.6087
train_681,0,0,0,0,0,0,0,0,0,0,0,0,11,2,3,6,1,2,3,0,35,72.8571
train_1378,0,0,0,0,1,0,0,0,0,0,0,0,7,4,3,3,2,3,3,0,28,66.0714
train_743,1,0,0,0,0,1,0,0,0,0,0,0,5,4,3,3,1,1,0,0,22,79.5455
train_319,1,0,0,0,0,1,0,0,0,0,0,0,4,2,1,3,0,2,1,0,20,67.5000
train_964,1,0,0,0,0,1,0,0,0,0,0,0,3,1,2,1,0,2,0,0,14,67.8571
train_1163,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,3,3,1,0,0,31,77.4194
train_1269,1,0,0,1,0,0,0,0,0,0,0,0,4,4,3,2,0,0,5,0,25,66.0000
train_429,1,0,0,0,0,1,0,0,0,0,0,0,6,3,3,2,0,0,2,0,29,70.6897
train_1170,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,3,1,1,0,0,15,66.6667
train_842,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0,1,2,0,24,70.8333
train_706,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,5,1,0,19,47.3684
train_232,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,17,67.6471
train_128,1,1,0,0,0,0,0,0,0,0,0,0,4,2,3,0,1,3,0,0,22,61.3636
train_599,1,1,0,0,0,1,0,0,0,0,0,0,4,1,3,2,0,1,0,0,17,76.4706
train_217,1,0,0,0,0,0,0,0,1,0,0,0,6,1,5,2,1,4,2,0,31,61.2903
train_1215,1,1,0,0,1,1,0,0,0,0,0,0,6,3,6,3,1,1,1,0,39,69.2308
train_57,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,5,4,1,0,27,46.2963
train_1180,1,0,0,0,0,0,0,0,0,0,0,0,4,3,5,2,2,0,1,0,21,76.1905
train_650,1,0,0,0,0,1,1,0,0,0,0,0,11,1,4,1,0,2,1,0,27,75.9259
train_1164,1,0,0,1,1,1,0,0,0,0,0,0,4,2,3,3,0,2,0,0,23,71.7391
train_1189,1,0,0,0,0,0,1,0,0,0,0,0,5,2,2,1,1,1,0,0,21,69.0476
train_895,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1,0,0,2,0,20,75.0000
train_603,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,1,0,0,20,77.5000
train_1477,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,1,1,2,2,0,33,65.1515
train_1143,1,0,1,0,0,1,0,0,0,0,0,0,5,3,3,1,1,2,3,0,24,62.5000
train_1238,1,1,0,0,0,1,1,1,0,0,0,0,2,1,4,2,0,0,0,0,23,69.5652
train_711,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,2,2,0,24,58.3333
train_639,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,0,0,27,61.1111
train_816,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,3,3,0,16,37.5000
train_1,1,0,0,0,1,0,0,0,0,0,0,0,9,5,6,4,3,4,2,0,46,66.3043
train_373,0,0,0,0,0,0,0,0,0,0,0,0,11,5,2,6,2,3,3,0,44,68.1818
train_1150,1,1,0,0,1,0,0,0,0,0,0,0,2,1,5,1,1,3,1,0,29,56.8966
train_38,1,1,0,1,1,0,0,1,0,0,0,0,4,2,2,1,1,1,1,0,27,61.1111
train_850,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,1,0,0,13,76.9231
train_207,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,3,0,4,1,0,29,67.2414
train_1325,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,4,2,2,2,0,28,69.6429
train_1258,1,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,0,2,0,0,26,84.6154
train_963,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1,2,1,3,3,0,24,52.0833
train_1148,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,1,3,0,0,22,68.1818
train_165,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,2,0,0,19,52.6316
train_662,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,3,0,0,25,68.0000
train_1197,1,1,0,0,0,1,0,0,0,0,0,0,3,1,4,3,0,0,0,0,18,80.5556
train_623,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,2,0,3,0,0,29,79.3103
train_454,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,2,1,0,22,77.2727
train_548,1,1,0,0,0,1,0,0,0,0,0,0,8,4,6,3,0,3,2,0,42,69.0476
train_424,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,1,2,2,0,0,20,65.0000
train_510,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,3,3,3,2,0,34,55.8824
train_154,1,0,1,0,0,0,1,0,0,0,0,0,4,2,3,1,3,5,1,0,27,51.8519
train_1206,1,0,0,0,1,1,0,0,0,0,0,0,5,1,4,4,0,4,1,0,32,64.0625
train_800,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,2,0,22,43.1818
train_1343,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,3,0,19,57.8947
train_473,1,0,0,0,0,0,0,0,1,0,0,0,4,2,2,4,0,1,0,0,18,80.5556
train_880,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1,1,4,0,0,21,61.9048
train_868,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,2,0,3,1,0,27,72.2222
train_1265,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,1,3,1,0,18,66.6667
train_971,1,0,1,0,0,1,0,0,0,0,0,0,1,3,4,2,2,3,3,0,30,53.3333
train_773,1,0,0,0,1,0,0,0,1,0,0,0,4,2,1,1,0,1,2,0,23,60.8696
train_54,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,4,0,1,1,0,16,84.3750
train_705,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,2,4,0,22,43.1818
train_810,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,2,1,1,0,0,25,70.0000
train_1363,0,1,1,0,0,0,0,0,0,0,0,0,9,8,3,1,0,1,1,0,32,79.6875
train_988,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,0,2,1,0,22,70.4545
train_888,1,0,0,0,0,1,1,0,0,0,0,0,5,3,2,1,0,2,2,0,32,60.9375
train_31,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,0,3,1,0,16,59.3750
train_759,0,0,0,0,0,0,0,0,0,0,0,0,8,1,6,4,0,2,0,0,24,85.4167
train_405,1,0,1,0,0,0,0,1,0,0,0,0,3,2,1,1,1,3,1,0,20,55.0000
train_1374,1,0,0,0,1,1,0,0,0,0,0,0,7,2,5,4,2,4,0,0,37,66.2162
train_756,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,4,0,2,1,0,23,69.5652
train_356,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,6,1,3,2,0,33,68.1818
train_717,1,0,1,0,1,1,0,0,0,0,0,0,2,5,2,3,0,2,0,0,28,67.8571
train_605,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2,2,0,0,14,57.1429
train_425,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,2,2,0,17,67.6471
train_239,1,1,0,0,0,1,1,0,0,0,0,0,3,2,1,0,4,4,3,0,29,41.3793
train_991,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,2,0,0,15,66.6667
train_1088,1,0,0,0,0,1,1,0,0,0,0,0,4,5,7,1,1,2,0,0,36,69.4444
train_967,1,1,1,0,0,1,0,0,0,0,0,0,2,3,3,2,1,3,0,0,32,59.3750
train_1220,1,0,0,0,1,1,0,0,0,0,0,0,4,0,3,1,2,3,1,0,25,54.0000
train_1237,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,4,1,2,0,0,20,72.5000
train_549,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,4,0,2,1,0,25,82.0000
train_794,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,2,1,1,3,0,26,69.2308
train_40,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,3,3,1,0,20,55.0000
train_859,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,1,4,0,0,20,60.0000
train_838,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,0,2,2,0,29,70.6897
train_367,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,4,1,1,0,0,16,78.1250
train_1038,0,0,0,0,1,0,0,0,0,0,0,0,6,0,4,3,1,1,0,0,18,80.5556
train_209,1,0,0,1,0,0,0,0,0,0,0,0,4,0,4,2,0,2,0,0,16,75.0000
train_90,1,1,0,0,1,0,1,0,0,0,0,0,5,1,3,3,1,1,1,0,34,63.2353
train_1328,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,1,3,1,0,20,65.0000
train_571,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,1,1,0,0,21,80.9524
train_385,1,0,1,0,0,1,0,0,0,0,0,0,4,4,5,0,2,4,0,0,29,62.0690
train_563,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,1,0,17,32.3529
train_530,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,2,1,0,15,60.0000
train_4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,10,60.0000
train_241,1,0,0,0,0,0,0,0,0,0,0,0,10,3,4,3,3,5,0,0,41,64.6341
train_1388,1,1,0,0,1,0,0,0,0,0,0,0,3,0,1,2,1,4,2,0,29,48.2759
train_50,1,1,0,0,1,1,0,0,0,1,0,0,8,2,3,3,2,7,1,0,47,56.3830
train_1255,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,3,0,0,24,58.3333
